millis,mx,my,mz
2025-04-14 12:49:52.208472,-9.606934,26.391602,-68.127441
2025-04-14 12:49:52.221472,-8.203125,26.538086,-67.639160
2025-04-14 12:49:52.233472,-9.240723,26.464844,-67.504883
2025-04-14 12:49:52.246472,-9.399414,26.281738,-67.919922
2025-04-14 12:49:52.259472,-9.240723,26.452637,-67.517090
2025-04-14 12:49:52.272472,-9.802246,26.318359,-67.944336
2025-04-14 12:49:52.285472,-9.582520,26.391602,-69.128418
2025-04-14 12:49:52.298472,-9.692383,26.257324,-68.908691
2025-04-14 12:49:52.311472,-9.533691,26.354980,-68.664551
2025-04-14 12:49:52.324472,-9.729004,26.831055,-68.786621
2025-04-14 12:49:52.337472,-9.545898,26.550293,-68.725586
2025-04-14 12:49:52.350472,-9.924316,26.379395,-67.700195
2025-04-14 12:49:52.362472,-9.301758,26.391602,-68.286133
2025-04-14 12:49:52.375472,-9.509277,26.477051,-68.591309
2025-04-14 12:49:52.388472,-9.802246,26.245117,-68.237305
2025-04-14 12:49:52.401472,-9.936523,26.367188,-67.211914
2025-04-14 12:49:52.414472,-9.814453,26.428223,-68.652344
2025-04-14 12:49:52.427472,-9.802246,26.770020,-69.189453
2025-04-14 12:49:52.440472,-10.131836,26.635742,-68.554688
2025-04-14 12:49:52.453472,-9.545898,26.489258,-69.201660
2025-04-14 12:49:52.466472,-9.753418,26.403809,-68.444824
2025-04-14 12:49:52.479472,-9.667969,26.562500,-69.311523
2025-04-14 12:49:52.492472,-10.351562,26.074219,-69.824219
2025-04-14 12:49:52.504472,-9.826660,26.086426,-69.604492
2025-04-14 12:49:52.517472,-9.582520,26.452637,-68.493652
2025-04-14 12:49:52.530472,-9.643555,26.281738,-69.714355
2025-04-14 12:49:52.543472,-9.411621,26.757812,-69.116211
2025-04-14 12:49:52.556472,-10.119629,26.513672,-69.775391
2025-04-14 12:49:52.569472,-9.033203,26.574707,-69.543457
2025-04-14 12:49:52.582472,-9.912109,25.708008,-70.178223
2025-04-14 12:49:52.595472,-10.046387,26.538086,-69.909668
2025-04-14 12:49:52.608472,-10.156250,26.281738,-70.373535
2025-04-14 12:49:52.621472,-9.948730,26.074219,-69.128418
2025-04-14 12:49:52.633472,-10.070801,26.281738,-69.250488
2025-04-14 12:49:52.646472,-9.814453,26.098633,-69.311523
2025-04-14 12:49:52.659472,-10.070801,25.903320,-69.396973
2025-04-14 12:49:52.672472,-10.180664,25.988770,-69.226074
2025-04-14 12:49:52.685472,-9.826660,26.550293,-69.396973
2025-04-14 12:49:52.698472,-10.119629,26.196289,-69.104004
2025-04-14 12:49:52.711472,-9.643555,26.306152,-70.312500
2025-04-14 12:49:52.724472,-9.655762,26.428223,-68.310547
2025-04-14 12:49:52.737472,-9.228516,26.586914,-68.933105
2025-04-14 12:49:52.750472,-9.985352,25.793457,-68.981934
2025-04-14 12:49:52.762472,-9.570312,26.062012,-68.615723
2025-04-14 12:49:52.775472,-9.265137,25.915527,-68.518066
2025-04-14 12:49:52.788472,-9.851074,25.964355,-67.565918
2025-04-14 12:49:52.801472,-9.887695,25.744629,-68.127441
2025-04-14 12:49:52.814472,-9.375000,26.037598,-68.310547
2025-04-14 12:49:52.827472,-8.874512,26.037598,-68.713379
2025-04-14 12:49:52.840472,-9.277344,26.464844,-68.408203
2025-04-14 12:49:52.853472,-9.045410,26.684570,-68.701172
2025-04-14 12:49:52.866472,-8.850098,26.416016,-67.309570
2025-04-14 12:49:52.879472,-9.167480,26.330566,-68.469238
2025-04-14 12:49:52.892472,-9.423828,26.025391,-67.614746
2025-04-14 12:49:52.904472,-9.143066,26.428223,-68.627930
2025-04-14 12:49:52.917472,-8.764648,26.428223,-67.761230
2025-04-14 12:49:52.930472,-8.557129,26.782227,-67.749023
2025-04-14 12:49:52.943472,-8.972168,26.904297,-67.321777
2025-04-14 12:49:52.956472,-9.130859,26.782227,-67.602539
2025-04-14 12:49:52.969472,-8.422852,26.452637,-67.309570
2025-04-14 12:49:52.982472,-9.045410,26.342773,-67.919922
