millis,mx,my,mz
2025-04-14 12:51:02.991908,51.196289,-88.659668,312.255859
2025-04-14 12:51:03.004908,47.497559,-121.215820,299.511719
2025-04-14 12:51:03.017908,26.733398,-149.487305,293.066406
2025-04-14 12:51:03.030908,-18.518066,-170.056152,290.209961
2025-04-14 12:51:03.043908,-91.540527,-175.524902,281.579590
2025-04-14 12:51:03.056908,-197.241211,-157.434082,257.055664
2025-04-14 12:51:03.069908,-329.504395,-102.416992,194.140625
2025-04-14 12:51:03.082908,-400.000000,-10.998535,83.447266
2025-04-14 12:51:03.095908,-400.000000,101.623535,-74.572754
2025-04-14 12:51:03.108908,-400.000000,194.702148,-226.025391
2025-04-14 12:51:03.121908,-400.000000,244.506836,-344.226074
2025-04-14 12:51:03.133908,-387.744141,247.741699,-400.000000
2025-04-14 12:51:03.146908,-313.476562,212.792969,-400.000000
2025-04-14 12:51:03.159908,-244.189453,156.872559,-400.000000
2025-04-14 12:51:03.172908,-195.971680,102.282715,-400.000000
2025-04-14 12:51:03.185908,-166.601562,57.653809,-400.000000
2025-04-14 12:51:03.198908,-149.609375,22.033691,-400.000000
2025-04-14 12:51:03.211908,-140.270996,-6.921387,-394.494629
2025-04-14 12:51:03.224908,-140.612793,-30.468750,-371.777344
2025-04-14 12:51:03.237908,-146.350098,-48.657227,-349.365234
2025-04-14 12:51:03.250908,-152.478027,-62.731934,-326.599121
2025-04-14 12:51:03.263908,-162.707520,-73.767090,-308.691406
2025-04-14 12:51:03.275908,-177.465820,-81.970215,-295.031738
2025-04-14 12:51:03.288908,-195.385742,-88.269043,-285.827637
2025-04-14 12:51:03.301908,-214.892578,-93.530273,-276.245117
2025-04-14 12:51:03.314908,-234.631348,-93.969727,-267.993164
2025-04-14 12:51:03.327908,-254.968262,-90.270996,-256.823730
2025-04-14 12:51:03.340908,-264.086914,-83.532715,-248.791504
2025-04-14 12:51:03.353908,-261.596680,-75.854492,-242.578125
2025-04-14 12:51:03.366908,-255.175781,-68.566895,-238.220215
2025-04-14 12:51:03.379908,-247.131348,-64.038086,-235.119629
2025-04-14 12:51:03.392908,-232.617188,-59.411621,-235.595703
2025-04-14 12:51:03.405908,-215.039062,-55.065918,-235.192871
2025-04-14 12:51:03.417908,-199.438477,-51.074219,-231.555176
2025-04-14 12:51:03.430908,-185.864258,-47.998047,-228.686523
2025-04-14 12:51:03.443908,-172.253418,-44.396973,-227.453613
2025-04-14 12:51:03.456908,-159.509277,-39.282227,-224.377441
2025-04-14 12:51:03.469908,-150.354004,-35.534668,-220.971680
2025-04-14 12:51:03.482908,-142.724609,-32.165527,-218.432617
2025-04-14 12:51:03.495908,-136.791992,-28.857422,-215.771484
2025-04-14 12:51:03.508908,-130.651855,-25.549316,-213.098145
2025-04-14 12:51:03.521908,-125.183105,-22.619629,-208.886719
2025-04-14 12:51:03.534908,-119.177246,-19.409180,-207.739258
2025-04-14 12:51:03.547908,-114.257812,-18.200684,-205.810547
2025-04-14 12:51:03.560908,-110.827637,-17.565918,-202.941895
2025-04-14 12:51:03.572908,-108.569336,-17.248535,-201.831055
2025-04-14 12:51:03.585908,-105.529785,-17.138672,-199.865723
2025-04-14 12:51:03.598908,-102.917480,-15.625000,-197.265625
2025-04-14 12:51:03.611908,-100.537109,-15.148926,-195.739746
2025-04-14 12:51:03.624908,-99.108887,-15.051270,-193.371582
2025-04-14 12:51:03.637908,-96.997070,-13.610840,-192.407227
2025-04-14 12:51:03.650908,-95.422363,-12.500000,-192.041016
2025-04-14 12:51:03.663908,-95.446777,-12.292480,-190.795898
2025-04-14 12:51:03.676908,-96.215820,-12.780762,-190.905762
2025-04-14 12:51:03.689908,-97.485352,-13.452148,-192.016602
2025-04-14 12:51:03.702908,-98.596191,-13.659668,-193.041992
2025-04-14 12:51:03.714908,-100.988770,-15.173340,-193.981934
2025-04-14 12:51:03.727908,-102.697754,-15.148926,-195.935059
2025-04-14 12:51:03.740908,-103.820801,-15.332031,-196.545410
2025-04-14 12:51:03.753908,-103.967285,-15.686035,-196.862793
2025-04-14 12:51:03.766908,-106.213379,-15.686035,-197.900391
2025-04-14 12:51:03.779908,-108.020020,-17.138672,-198.620605
2025-04-14 12:51:03.792908,-109.008789,-17.358398,-199.780273
2025-04-14 12:51:03.805908,-109.924316,-17.993164,-200.366211
2025-04-14 12:51:03.818908,-111.181641,-18.249512,-200.708008
2025-04-14 12:51:03.831908,-110.766602,-17.309570,-200.244141
2025-04-14 12:51:03.844908,-109.277344,-17.211914,-200.793457
2025-04-14 12:51:03.856908,-109.509277,-17.199707,-200.000000
2025-04-14 12:51:03.869908,-110.803223,-16.943359,-201.184082
2025-04-14 12:51:03.882908,-111.987305,-18.225098,-200.927734
2025-04-14 12:51:03.895908,-112.768555,-18.566895,-201.074219
2025-04-14 12:51:03.908908,-114.721680,-18.823242,-201.708984
2025-04-14 12:51:03.921908,-116.418457,-19.897461,-202.478027
2025-04-14 12:51:03.934908,-118.933105,-20.043945,-201.550293
2025-04-14 12:51:03.947908,-121.228027,-21.093750,-201.989746
2025-04-14 12:51:03.960908,-123.547363,-21.362305,-203.283691
2025-04-14 12:51:03.973908,-126.245117,-22.412109,-202.429199
2025-04-14 12:51:03.986908,-129.589844,-23.742676,-202.465820
2025-04-14 12:51:03.998908,-133.813477,-24.340820,-203.112793
2025-04-14 12:51:04.011908,-138.708496,-26.391602,-203.613281
2025-04-14 12:51:04.024908,-142.297363,-27.136230,-204.760742
2025-04-14 12:51:04.037908,-143.518066,-27.050781,-205.871582
